% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation marc

@ATTRIBUTE onset_b numeric
@ATTRIBUTE duration_b numeric
@ATTRIBUTE ch numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifits numeric
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { Am }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { m }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n }
@ATTRIBUTE mtr { s ss w ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Suite_en_la.xml }

@data
45.666667,0.666667,1.000000,68.000000,80.000000,30.444444,0.444444,12.000000,3.000000,2.000000,0.333333,0.222222,1.666667,8.000000,-23.000000,-3.000000,0.000000,8.000000,Am,9.000000,m,1.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml
46.333333,0.333333,1.000000,65.000000,80.000000,30.888889,0.222222,12.000000,0.666667,0.444444,0.333333,0.222222,2.333333,5.000000,3.000000,-1.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
46.666667,0.333333,1.000000,64.000000,80.000000,31.111111,0.222222,12.000000,0.333333,0.222222,0.333333,0.222222,2.666667,4.000000,1.000000,-2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
47.000000,0.333333,1.000000,62.000000,80.000000,31.333333,0.222222,12.000000,0.333333,0.222222,0.333333,0.222222,3.000000,2.000000,2.000000,-2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml
47.333333,0.333333,1.000000,60.000000,80.000000,31.555556,0.222222,12.000000,0.333333,0.222222,0.333333,0.222222,3.333333,0.000000,2.000000,-1.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,IP,P,IP,90.000000,m,Suite_en_la.xml
47.666667,0.333333,1.000000,59.000000,80.000000,31.777778,0.222222,12.000000,0.333333,0.222222,0.333333,0.222222,3.666667,11.000000,1.000000,1.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,IP,VP,90.000000,m,Suite_en_la.xml
48.000000,0.333333,1.000000,60.000000,80.000000,32.000000,0.222222,13.000000,0.333333,0.222222,0.333333,0.222222,0.000000,0.000000,-1.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,IP,VP,R,90.000000,m,Suite_en_la.xml
48.333333,0.333333,1.000000,62.000000,80.000000,32.222222,0.222222,13.000000,0.333333,0.222222,1.000000,0.666667,0.333333,2.000000,-2.000000,-2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,VP,R,P,90.000000,m,Suite_en_la.xml
48.666667,1.000000,1.000000,60.000000,80.000000,32.444444,0.666667,13.000000,0.333333,0.222222,0.333333,0.222222,0.666667,0.000000,2.000000,-8.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,R,P,P,90.000000,f,Suite_en_la.xml
50.000000,0.333333,1.000000,52.000000,80.000000,33.333333,0.222222,13.000000,1.000000,0.666667,0.333333,0.222222,2.000000,4.000000,8.000000,2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml
50.333333,0.333333,1.000000,54.000000,80.000000,33.555556,0.222222,13.000000,0.333333,0.222222,0.333333,0.222222,2.333333,6.000000,-2.000000,2.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
50.666667,0.333333,1.000000,56.000000,80.000000,33.777778,0.222222,13.000000,0.333333,0.222222,0.333333,0.222222,2.666667,8.000000,-2.000000,1.000000,0.000000,8.000000,Am,9.000000,m,1.000000,n,ww,P,SB,IR,90.000000,m,Suite_en_la.xml
51.000000,0.333333,1.000000,57.000000,80.000000,34.000000,0.222222,13.000000,0.333333,0.222222,0.333333,0.222222,3.000000,9.000000,-1.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,SB,IR,IP,90.000000,m,Suite_en_la.xml
51.333333,0.333333,1.000000,59.000000,80.000000,34.222222,0.222222,13.000000,0.333333,0.222222,0.500000,0.333333,3.333333,11.000000,-2.000000,-14.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,IR,IP,VP,90.000000,m,Suite_en_la.xml
51.666667,0.500000,1.000000,45.000000,80.000000,34.444444,0.333333,13.000000,0.333333,0.222222,0.500000,0.333333,3.666667,9.000000,14.000000,-1.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,IP,VP,SA,90.000000,m,Suite_en_la.xml
52.166667,0.500000,1.000000,44.000000,80.000000,34.777778,0.333333,14.000000,0.500000,0.333333,2.000000,1.333333,0.166667,8.000000,1.000000,1.000000,0.000000,8.000000,Am,9.000000,m,1.000000,n,ww,VP,SA,VR,90.000000,m,Suite_en_la.xml
52.666667,2.000000,1.000000,45.000000,80.000000,35.111111,1.333333,14.000000,0.500000,0.333333,1.000000,0.666667,0.666667,9.000000,-1.000000,7.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,SA,VR,R,90.000000,f,Suite_en_la.xml
54.666667,1.000000,1.000000,52.000000,80.000000,36.444444,0.666667,14.000000,2.000000,1.333333,1.000000,0.666667,2.666667,4.000000,-7.000000,8.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,VR,R,P,90.000000,i,Suite_en_la.xml
55.666667,1.000000,1.000000,60.000000,80.000000,37.111111,0.666667,14.000000,1.000000,0.666667,0.333333,0.222222,3.666667,0.000000,-8.000000,-8.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,R,P,P,90.000000,f,Suite_en_la.xml
57.000000,0.333333,1.000000,52.000000,80.000000,38.000000,0.222222,15.000000,1.000000,0.666667,0.333333,0.222222,1.000000,4.000000,8.000000,2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml
57.333333,0.333333,1.000000,54.000000,80.000000,38.222222,0.222222,15.000000,0.333333,0.222222,0.333333,0.222222,1.333333,6.000000,-2.000000,1.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
57.666667,0.333333,1.000000,55.000000,80.000000,38.444444,0.222222,15.000000,0.333333,0.222222,0.333333,0.222222,1.666667,7.000000,-1.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,P,SB,IR,90.000000,m,Suite_en_la.xml
58.000000,0.333333,1.000000,57.000000,80.000000,38.666667,0.222222,15.000000,0.333333,0.222222,0.333333,0.222222,2.000000,9.000000,-2.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,SB,IR,IP,90.000000,m,Suite_en_la.xml
58.333333,0.333333,1.000000,59.000000,80.000000,38.888889,0.222222,15.000000,0.333333,0.222222,0.500000,0.333333,2.333333,11.000000,-2.000000,-16.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,IR,IP,VP,90.000000,m,Suite_en_la.xml
58.666667,0.500000,1.000000,43.000000,80.000000,39.111111,0.333333,15.000000,0.333333,0.222222,0.500000,0.333333,2.666667,7.000000,16.000000,-1.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,IP,VP,SA,90.000000,m,Suite_en_la.xml
59.166667,0.500000,1.000000,42.000000,80.000000,39.444444,0.333333,15.000000,0.500000,0.333333,2.000000,1.333333,3.166667,6.000000,1.000000,1.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,VP,SA,IR,90.000000,m,Suite_en_la.xml
59.666667,2.000000,1.000000,43.000000,80.000000,39.777778,1.333333,15.000000,0.500000,0.333333,0.333333,0.222222,3.666667,7.000000,-1.000000,8.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,SA,IR,SB,90.000000,f,Suite_en_la.xml
61.666667,0.333333,1.000000,51.000000,80.000000,41.111111,0.222222,16.000000,2.000000,1.333333,0.333333,0.222222,1.666667,3.000000,-8.000000,6.000000,0.000000,3.000000,Am,9.000000,m,6.000000,n,ww,IR,SB,R,90.000000,i,Suite_en_la.xml
62.000000,0.333333,1.000000,57.000000,80.000000,41.333333,0.222222,16.000000,0.333333,0.222222,0.333333,0.222222,2.000000,9.000000,-6.000000,3.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,SB,R,P,90.000000,m,Suite_en_la.xml
62.333333,0.333333,1.000000,60.000000,80.000000,41.555556,0.222222,16.000000,0.333333,0.222222,0.333333,0.222222,2.333333,0.000000,-3.000000,-9.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,R,P,P,90.000000,m,Suite_en_la.xml
62.666667,0.333333,1.000000,51.000000,80.000000,41.777778,0.222222,16.000000,0.333333,0.222222,0.333333,0.222222,2.666667,3.000000,9.000000,1.000000,0.000000,3.000000,Am,9.000000,m,6.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
63.000000,0.333333,1.000000,52.000000,80.000000,42.000000,0.222222,16.000000,0.333333,0.222222,0.333333,0.222222,3.000000,4.000000,-1.000000,2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
63.333333,0.333333,1.000000,54.000000,80.000000,42.222222,0.222222,16.000000,0.333333,0.222222,0.333333,0.222222,3.333333,6.000000,-2.000000,1.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
63.666667,0.333333,1.000000,55.000000,80.000000,42.444444,0.222222,16.000000,0.333333,0.222222,0.333333,0.222222,3.666667,7.000000,-1.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
64.000000,0.333333,1.000000,57.000000,80.000000,42.666667,0.222222,17.000000,0.333333,0.222222,0.333333,0.222222,0.000000,9.000000,-2.000000,1.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
64.333333,0.333333,1.000000,58.000000,80.000000,42.888889,0.222222,17.000000,0.333333,0.222222,0.333333,0.222222,0.333333,10.000000,-1.000000,2.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
64.666667,0.333333,1.000000,60.000000,80.000000,43.111111,0.222222,17.000000,0.333333,0.222222,0.333333,0.222222,0.666667,0.000000,-2.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,SB,VR,R,90.000000,m,Suite_en_la.xml
65.000000,0.333333,1.000000,62.000000,80.000000,43.333333,0.222222,17.000000,0.333333,0.222222,1.000000,0.666667,1.000000,2.000000,-2.000000,-17.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,VR,R,P,90.000000,m,Suite_en_la.xml
65.333333,1.000000,1.000000,45.000000,80.000000,43.555556,0.666667,17.000000,0.333333,0.222222,0.666667,0.444444,1.333333,9.000000,17.000000,17.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,R,P,P,90.000000,m,Suite_en_la.xml
66.333333,0.666667,1.000000,62.000000,80.000000,44.222222,0.444444,17.000000,1.000000,0.666667,0.333333,0.222222,2.333333,2.000000,-17.000000,-2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
67.000000,0.333333,1.000000,60.000000,80.000000,44.666667,0.222222,17.000000,0.666667,0.444444,0.333333,0.222222,3.000000,0.000000,2.000000,-2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
67.333333,0.333333,1.000000,58.000000,80.000000,44.888889,0.222222,17.000000,0.333333,0.222222,0.333333,0.222222,3.333333,10.000000,2.000000,-1.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
67.666667,0.333333,1.000000,57.000000,80.000000,45.111111,0.222222,17.000000,0.333333,0.222222,0.333333,0.222222,3.666667,9.000000,1.000000,-2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml
68.000000,0.333333,1.000000,55.000000,80.000000,45.333333,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,0.000000,7.000000,2.000000,-1.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml
68.333333,0.333333,1.000000,54.000000,80.000000,45.555556,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,0.333333,6.000000,1.000000,1.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
68.666667,0.333333,1.000000,55.000000,80.000000,45.777778,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,0.666667,7.000000,-1.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,P,IP,IP,90.000000,m,Suite_en_la.xml
69.000000,0.333333,1.000000,57.000000,80.000000,46.000000,0.222222,18.000000,0.333333,0.222222,0.500000,0.333333,1.000000,9.000000,-2.000000,1.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,IP,IP,VP,90.000000,m,Suite_en_la.xml
69.333333,0.500000,1.000000,58.000000,80.000000,46.222222,0.333333,18.000000,0.333333,0.222222,0.500000,0.333333,1.333333,10.000000,-1.000000,-4.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,IP,VP,IR,90.000000,m,Suite_en_la.xml
69.833333,0.500000,1.000000,54.000000,80.000000,46.555556,0.333333,18.000000,0.500000,0.333333,0.333333,0.222222,1.833333,6.000000,4.000000,1.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,VP,IR,P,90.000000,m,Suite_en_la.xml
70.333333,0.333333,1.000000,55.000000,80.000000,46.888889,0.222222,18.000000,0.500000,0.333333,0.333333,0.222222,2.333333,7.000000,-1.000000,7.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,IR,P,P,90.000000,m,Suite_en_la.xml
70.666667,0.333333,1.000000,62.000000,80.000000,47.111111,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,2.666667,2.000000,-7.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
71.000000,0.333333,1.000000,64.000000,80.000000,47.333333,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,3.000000,4.000000,-2.000000,2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
71.333333,0.333333,1.000000,66.000000,80.000000,47.555556,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,3.333333,6.000000,-2.000000,1.000000,0.000000,6.000000,Am,9.000000,m,3.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
71.666667,0.333333,1.000000,67.000000,80.000000,47.777778,0.222222,18.000000,0.333333,0.222222,0.333333,0.222222,3.666667,7.000000,-1.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,SB,VR,SA,90.000000,m,Suite_en_la.xml
72.000000,0.333333,1.000000,69.000000,80.000000,48.000000,0.222222,19.000000,0.333333,0.222222,1.000000,0.666667,0.000000,9.000000,-2.000000,-26.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ss,VR,SA,SA,90.000000,f,Suite_en_la.xml
72.333333,1.000000,1.000000,43.000000,80.000000,48.222222,0.666667,19.000000,0.333333,0.222222,1.000000,0.666667,0.333333,7.000000,26.000000,7.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,SA,SA,VR,90.000000,i,Suite_en_la.xml
73.333333,1.000000,1.000000,50.000000,80.000000,48.888889,0.666667,19.000000,1.000000,0.666667,1.000000,0.666667,1.333333,2.000000,-7.000000,12.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,SA,VR,R,90.000000,m,Suite_en_la.xml
74.333333,1.000000,1.000000,62.000000,80.000000,49.555556,0.666667,19.000000,1.000000,0.666667,1.000000,0.666667,2.333333,2.000000,-12.000000,8.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,VR,R,P,90.000000,m,Suite_en_la.xml
75.333333,1.000000,1.000000,70.000000,80.000000,50.222222,0.666667,19.000000,1.000000,0.666667,0.333333,0.222222,3.333333,10.000000,-8.000000,-8.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,R,P,P,90.000000,f,Suite_en_la.xml
76.666667,0.333333,1.000000,62.000000,80.000000,51.111111,0.222222,20.000000,1.000000,0.666667,0.333333,0.222222,0.666667,2.000000,8.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml
77.000000,0.333333,1.000000,64.000000,80.000000,51.333333,0.222222,20.000000,0.333333,0.222222,0.333333,0.222222,1.000000,4.000000,-2.000000,1.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
77.333333,0.333333,1.000000,65.000000,80.000000,51.555556,0.222222,20.000000,0.333333,0.222222,0.333333,0.222222,1.333333,5.000000,-1.000000,2.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,P,SB,IR,90.000000,m,Suite_en_la.xml
77.666667,0.333333,1.000000,67.000000,80.000000,51.777778,0.222222,20.000000,0.333333,0.222222,0.333333,0.222222,1.666667,7.000000,-2.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,SB,IR,IP,90.000000,m,Suite_en_la.xml
78.000000,0.333333,1.000000,69.000000,80.000000,52.000000,0.222222,20.000000,0.333333,0.222222,0.500000,0.333333,2.000000,9.000000,-2.000000,-16.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,IR,IP,VP,90.000000,m,Suite_en_la.xml
78.333333,0.500000,1.000000,53.000000,80.000000,52.222222,0.333333,20.000000,0.333333,0.222222,0.500000,0.333333,2.333333,5.000000,16.000000,-1.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,IP,VP,SA,90.000000,m,Suite_en_la.xml
78.833333,0.500000,1.000000,52.000000,80.000000,52.555556,0.333333,20.000000,0.500000,0.333333,2.000000,1.333333,2.833333,4.000000,1.000000,1.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,VP,SA,VR,90.000000,m,Suite_en_la.xml
79.333333,2.000000,1.000000,53.000000,80.000000,52.888889,1.333333,20.000000,0.500000,0.333333,1.000000,0.666667,3.333333,5.000000,-1.000000,7.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,SA,VR,R,90.000000,f,Suite_en_la.xml
81.333333,1.000000,1.000000,60.000000,80.000000,54.222222,0.666667,21.000000,2.000000,1.333333,1.000000,0.666667,1.333333,0.000000,-7.000000,10.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,VR,R,P,90.000000,i,Suite_en_la.xml
82.333333,1.000000,1.000000,70.000000,80.000000,54.888889,0.666667,21.000000,1.000000,0.666667,0.333333,0.222222,2.333333,10.000000,-10.000000,-15.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,R,P,P,90.000000,f,Suite_en_la.xml
83.666667,0.333333,1.000000,55.000000,80.000000,55.777778,0.222222,21.000000,1.000000,0.666667,0.333333,0.222222,3.666667,7.000000,15.000000,2.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml
84.000000,0.333333,1.000000,57.000000,80.000000,56.000000,0.222222,21.000000,0.333333,0.222222,0.333333,0.222222,4.000000,9.000000,-2.000000,2.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
84.333333,0.333333,1.000000,59.000000,80.000000,56.222222,0.222222,22.000000,0.333333,0.222222,0.333333,0.222222,0.333333,11.000000,-2.000000,1.000000,0.000000,11.000000,Am,9.000000,m,2.000000,n,ww,P,SB,IR,90.000000,m,Suite_en_la.xml
84.666667,0.333333,1.000000,60.000000,80.000000,56.444444,0.222222,22.000000,0.333333,0.222222,0.333333,0.222222,0.666667,0.000000,-1.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,SB,IR,IP,90.000000,m,Suite_en_la.xml
85.000000,0.333333,1.000000,62.000000,80.000000,56.666667,0.222222,22.000000,0.333333,0.222222,0.500000,0.333333,1.000000,2.000000,-2.000000,-10.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,IR,IP,VP,90.000000,m,Suite_en_la.xml
85.333333,0.500000,1.000000,52.000000,80.000000,56.888889,0.333333,22.000000,0.333333,0.222222,0.500000,0.333333,1.333333,4.000000,10.000000,-2.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,IP,VP,R,90.000000,m,Suite_en_la.xml
85.833333,0.500000,1.000000,50.000000,80.000000,57.222222,0.333333,22.000000,0.500000,0.333333,2.000000,1.333333,1.833333,2.000000,2.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,VP,R,P,90.000000,m,Suite_en_la.xml
86.333333,2.000000,1.000000,52.000000,80.000000,57.555556,1.333333,22.000000,0.500000,0.333333,0.333333,0.222222,2.333333,4.000000,-2.000000,8.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,R,P,IP,90.000000,f,Suite_en_la.xml
88.333333,0.333333,1.000000,60.000000,80.000000,58.888889,0.222222,23.000000,2.000000,1.333333,0.333333,0.222222,0.333333,0.000000,-8.000000,-2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,IP,P,90.000000,i,Suite_en_la.xml
88.666667,0.333333,1.000000,58.000000,80.000000,59.111111,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,0.666667,10.000000,2.000000,-1.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml
89.000000,0.333333,1.000000,57.000000,80.000000,59.333333,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,1.000000,9.000000,1.000000,1.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
89.333333,0.333333,1.000000,58.000000,80.000000,59.555556,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,1.333333,10.000000,-1.000000,2.000000,0.000000,10.000000,Am,9.000000,m,1.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
89.666667,0.333333,1.000000,60.000000,80.000000,59.777778,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,1.666667,0.000000,-2.000000,2.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
90.000000,0.333333,1.000000,62.000000,80.000000,60.000000,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,2.000000,2.000000,-2.000000,2.000000,0.000000,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
90.333333,0.333333,1.000000,64.000000,80.000000,60.222222,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,2.333333,4.000000,-2.000000,1.000000,0.000000,4.000000,Am,9.000000,m,5.000000,n,ww,P,SB,R,90.000000,m,Suite_en_la.xml
90.666667,0.333333,1.000000,65.000000,80.000000,60.444444,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,2.666667,5.000000,-1.000000,2.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,SB,R,P,90.000000,m,Suite_en_la.xml
91.000000,0.333333,1.000000,67.000000,80.000000,60.666667,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,3.000000,7.000000,-2.000000,-7.000000,0.000000,7.000000,Am,9.000000,m,2.000000,n,ww,R,P,IP,90.000000,f,Suite_en_la.xml
91.666667,0.333333,1.000000,60.000000,80.000000,61.111111,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,3.666667,0.000000,7.000000,5.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,IP,D,90.000000,i,Suite_en_la.xml
92.000000,0.333333,1.000000,65.000000,80.000000,61.333333,0.222222,23.000000,0.333333,0.222222,0.333333,0.222222,4.000000,5.000000,-5.000000,4.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,IP,D,SB,90.000000,m,Suite_en_la.xml
92.333333,0.333333,1.000000,69.000000,80.000000,61.555556,0.222222,24.000000,0.333333,0.222222,0.333333,0.222222,0.333333,9.000000,-4.000000,-0.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,D,SB,R,90.000000,m,Suite_en_la.xml
92.666667,0.333333,1.000000,69.000000,80.000000,61.777778,0.222222,24.000000,0.333333,0.222222,0.333333,0.222222,0.666667,9.000000,-0.000000,-0.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,SB,R,SB,90.000000,m,Suite_en_la.xml
93.000000,0.333333,1.000000,69.000000,80.000000,62.000000,0.222222,24.000000,0.333333,0.222222,0.333333,0.222222,1.000000,9.000000,-0.000000,-9.000000,0.000000,9.000000,Am,9.000000,m,0.000000,n,ww,R,SB,R,90.000000,f,Suite_en_la.xml
93.666667,0.333333,1.000000,60.000000,80.000000,62.444444,0.222222,24.000000,0.333333,0.222222,0.333333,0.222222,1.666667,0.000000,9.000000,5.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,SB,R,SB,90.000000,i,Suite_en_la.xml
94.000000,0.333333,1.000000,65.000000,80.000000,62.666667,0.222222,24.000000,0.333333,0.222222,2.000000,1.333333,2.000000,5.000000,-5.000000,-12.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,R,SB,IR,90.000000,m,Suite_en_la.xml
94.333333,2.000000,1.000000,53.000000,80.000000,62.888889,1.333333,24.000000,0.333333,0.222222,1.000000,0.666667,2.333333,5.000000,12.000000,-0.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,SB,IR,P,90.000000,m,Suite_en_la.xml
96.333333,1.000000,1.000000,53.000000,80.000000,64.222222,0.666667,25.000000,2.000000,1.333333,0.333333,0.222222,0.333333,5.000000,-0.000000,7.000000,0.000000,5.000000,Am,9.000000,m,4.000000,n,ww,IR,P,IP,90.000000,f,Suite_en_la.xml
97.666667,0.333333,1.000000,60.000000,80.000000,65.111111,0.222222,25.000000,1.000000,0.666667,0.333333,0.222222,1.666667,0.000000,-7.000000,5.000000,0.000000,0.000000,Am,9.000000,m,9.000000,n,ww,P,IP,D,90.000000,i,Suite_en_la.xml
