% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Suite_en_la_perf

@ATTRIBUTE onset_b numeric
@ATTRIBUTE dur_b numeric
@ATTRIBUTE ch numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE pre_ionset_s numeric
@ATTRIBUTE nxt_ionset_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifths numeric
@ATTRIBUTE keyMode {  }
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { Am }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { m }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n }
@ATTRIBUTE mtr { ss w ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Suite_en_la.xml }

@data
58.704167,0.467708,1.000000,52.000000,86.000000,32.020423,0.255113,15.000000,2.964583,1.976389,0.782292,0.521528,31.723832,32.197127,2.704167,4.000000,1.000000,-7.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml
59.028125,0.782292,1.000000,52.000000,69.000000,32.197127,0.426704,15.000000,0.467708,0.311806,0.435417,0.290278,32.020423,32.278945,3.028125,4.000000,1.000000,-0.000000,2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
59.178125,0.435417,1.000000,54.000000,92.000000,32.278945,0.237500,15.000000,0.782292,0.521528,0.441667,0.294444,32.197127,32.545422,3.178125,6.000000,1.000000,-2.000000,2.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,SB,90.000000,m,Suite_en_la.xml
59.666667,0.441667,1.000000,56.000000,80.000000,32.545422,0.240909,15.000000,0.435417,0.290278,0.351042,0.234028,32.278945,32.850535,3.666667,8.000000,1.000000,-2.000000,1.000000,0.000000,,8.000000,Am,9.000000,m,1.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
60.226042,0.351042,1.000000,57.000000,74.000000,32.850535,0.191477,16.000000,0.441667,0.294444,0.404167,0.269444,32.545422,33.109058,0.226042,9.000000,0.000000,-1.000000,2.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,SB,VR,SA,90.000000,m,Suite_en_la.xml
60.700000,0.404167,1.000000,59.000000,71.000000,33.109058,0.220454,16.000000,0.351042,0.234028,0.267708,0.178472,32.850535,33.360762,0.700000,11.000000,0.000000,-2.000000,-16.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,VR,SA,VR,90.000000,f,Suite_en_la.xml
61.161458,0.267708,1.000000,43.000000,70.000000,33.360762,0.146023,16.000000,0.404167,0.269444,0.894792,0.596528,33.109058,33.422126,1.161458,7.000000,0.000000,16.000000,9.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,SA,VR,VR,90.000000,i,Suite_en_la.xml
61.273958,0.894792,1.000000,52.000000,73.000000,33.422126,0.488068,16.000000,0.267708,0.178472,0.621875,0.414583,33.360762,33.465876,1.273958,4.000000,0.000000,-9.000000,8.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,VR,VR,VR,90.000000,m,Suite_en_la.xml
61.354167,0.621875,1.000000,60.000000,75.000000,33.465876,0.339204,16.000000,0.894792,0.596528,0.186458,0.124306,33.422126,33.477239,1.354167,0.000000,0.000000,-8.000000,-12.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,VR,VR,IR,90.000000,m,Suite_en_la.xml
61.375000,0.186458,1.000000,48.000000,66.000000,33.477239,0.101704,16.000000,0.621875,0.414583,0.095833,0.063889,33.465876,33.503376,1.375000,0.000000,0.000000,12.000000,12.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,VR,IR,IP,90.000000,m,Suite_en_la.xml
61.422917,0.095833,1.000000,60.000000,61.000000,33.503376,0.052273,16.000000,0.186458,0.124306,0.063542,0.042361,33.477239,33.506785,1.422917,0.000000,0.000000,-12.000000,-12.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,IR,IP,IP,90.000000,m,Suite_en_la.xml
61.429167,0.063542,1.000000,48.000000,72.000000,33.506785,0.034659,16.000000,0.095833,0.063889,0.127083,0.084722,33.503376,33.541444,1.429167,0.000000,0.000000,12.000000,-5.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,IP,IP,IP,90.000000,m,Suite_en_la.xml
61.492708,0.127083,1.000000,43.000000,71.000000,33.541444,0.069318,16.000000,0.063542,0.042361,0.398958,0.265972,33.506785,33.657353,1.492708,7.000000,0.000000,5.000000,-0.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,IP,IP,IP,90.000000,m,Suite_en_la.xml
61.705208,0.398958,1.000000,43.000000,70.000000,33.657353,0.217613,16.000000,0.127083,0.084722,0.255208,0.170139,33.541444,33.965307,1.705208,7.000000,0.000000,-0.000000,2.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,IP,IP,VP,90.000000,m,Suite_en_la.xml
62.269792,0.255208,1.000000,45.000000,74.000000,33.965307,0.139204,16.000000,0.398958,0.265972,0.329167,0.219444,33.657353,34.104511,2.269792,9.000000,0.000000,-2.000000,-3.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,IP,VP,IR,90.000000,m,Suite_en_la.xml
62.525000,0.329167,1.000000,42.000000,79.000000,34.104511,0.179545,16.000000,0.255208,0.170139,1.473958,0.982639,33.965307,34.284057,2.525000,6.000000,0.000000,3.000000,1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,VP,IR,IP,90.000000,m,Suite_en_la.xml
62.854167,1.473958,1.000000,43.000000,80.000000,34.284057,0.803976,16.000000,0.329167,0.219444,0.472917,0.315278,34.104511,34.609624,2.854167,7.000000,0.000000,-1.000000,9.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,IR,IP,IP,90.000000,m,Suite_en_la.xml
63.451042,0.472917,1.000000,52.000000,90.000000,34.609624,0.257954,16.000000,1.473958,0.982639,0.436458,0.290972,34.284057,34.867579,3.451042,4.000000,0.000000,-9.000000,2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,IP,IP,90.000000,m,Suite_en_la.xml
63.923958,0.436458,1.000000,54.000000,84.000000,34.867579,0.238068,16.000000,0.472917,0.315278,1.011458,0.674306,34.609624,35.088033,3.923958,6.000000,0.000000,-2.000000,-2.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,IP,IP,SB,90.000000,m,Suite_en_la.xml
64.328125,1.011458,1.000000,52.000000,74.000000,35.088033,0.551704,17.000000,0.436458,0.290972,0.415625,0.277083,34.867579,35.143147,0.328125,4.000000,0.000000,2.000000,3.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,SB,R,90.000000,m,Suite_en_la.xml
64.429167,0.415625,1.000000,55.000000,81.000000,35.143147,0.226704,17.000000,1.011458,0.674306,0.542708,0.361806,35.088033,35.297124,0.429167,7.000000,0.000000,-3.000000,-5.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,SB,R,IP,90.000000,m,Suite_en_la.xml
64.711458,0.542708,1.000000,50.000000,67.000000,35.297124,0.296022,17.000000,0.415625,0.277083,0.388542,0.259028,35.143147,35.427805,0.711458,2.000000,0.000000,5.000000,7.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,R,IP,SB,90.000000,m,Suite_en_la.xml
64.951042,0.388542,1.000000,57.000000,76.000000,35.427805,0.211932,17.000000,0.542708,0.361806,0.228125,0.152083,35.297124,35.587464,0.951042,9.000000,0.000000,-7.000000,-0.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,IP,SB,VR,90.000000,m,Suite_en_la.xml
65.243750,0.228125,1.000000,57.000000,63.000000,35.587464,0.124432,17.000000,0.388542,0.259028,0.362500,0.241667,35.427805,35.709055,1.243750,9.000000,0.000000,-0.000000,2.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,SB,VR,SA,90.000000,m,Suite_en_la.xml
65.466667,0.362500,1.000000,59.000000,72.000000,35.709055,0.197727,17.000000,0.228125,0.152083,0.596875,0.397917,35.587464,35.920987,1.466667,11.000000,0.000000,-2.000000,-17.000000,0.000000,,11.000000,Am,9.000000,m,2.000000,n,ww,VR,SA,VR,90.000000,f,Suite_en_la.xml
65.855208,0.596875,1.000000,42.000000,71.000000,35.920987,0.325568,17.000000,0.362500,0.241667,0.515625,0.343750,35.709055,35.970419,1.855208,6.000000,0.000000,17.000000,8.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,SA,VR,R,90.000000,i,Suite_en_la.xml
65.945833,0.515625,1.000000,50.000000,81.000000,35.970419,0.281250,17.000000,0.596875,0.397917,0.866667,0.577778,35.920987,36.045987,1.945833,2.000000,0.000000,-8.000000,10.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,VR,R,IP,90.000000,m,Suite_en_la.xml
66.084375,0.866667,1.000000,60.000000,73.000000,36.045987,0.472727,17.000000,0.515625,0.343750,0.377083,0.251389,35.970419,36.307350,2.084375,0.000000,0.000000,-10.000000,-10.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,R,IP,IP,90.000000,m,Suite_en_la.xml
66.563542,0.377083,1.000000,50.000000,77.000000,36.307350,0.205682,17.000000,0.866667,0.577778,0.415625,0.277083,36.045987,36.556782,2.563542,2.000000,0.000000,10.000000,2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,IP,IP,P,90.000000,m,Suite_en_la.xml
67.020833,0.415625,1.000000,52.000000,95.000000,36.556782,0.226704,17.000000,0.377083,0.251389,0.143750,0.095833,36.307350,36.757350,3.020833,4.000000,0.000000,-2.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,P,P,90.000000,m,Suite_en_la.xml
67.388542,0.143750,1.000000,52.000000,68.000000,36.757350,0.078409,17.000000,0.415625,0.277083,0.472917,0.315278,36.556782,36.823827,3.388542,4.000000,0.000000,-0.000000,2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
67.510417,0.472917,1.000000,54.000000,100.000000,36.823827,0.257954,17.000000,0.143750,0.095833,0.351042,0.234028,36.757350,37.105645,3.510417,6.000000,0.000000,-2.000000,1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
68.027083,0.351042,1.000000,55.000000,82.000000,37.105645,0.191477,18.000000,0.472917,0.315278,0.457292,0.304861,36.823827,37.349394,0.027083,7.000000,0.000000,-1.000000,2.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
68.473958,0.457292,1.000000,57.000000,75.000000,37.349394,0.249432,18.000000,0.351042,0.234028,0.419792,0.279861,37.105645,37.656781,0.473958,9.000000,0.000000,-2.000000,1.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
69.037500,0.419792,1.000000,58.000000,77.000000,37.656781,0.228977,18.000000,0.457292,0.304861,0.388542,0.259028,37.349394,37.941439,1.037500,10.000000,0.000000,-1.000000,2.000000,0.000000,,10.000000,Am,9.000000,m,1.000000,n,ww,P,IP,SB,90.000000,m,Suite_en_la.xml
69.559375,0.388542,1.000000,60.000000,72.000000,37.941439,0.211932,18.000000,0.419792,0.279861,0.431250,0.287500,37.656781,38.190871,1.559375,0.000000,0.000000,-2.000000,2.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,IP,SB,VR,90.000000,m,Suite_en_la.xml
70.016667,0.431250,1.000000,62.000000,84.000000,38.190871,0.235227,18.000000,0.388542,0.259028,0.251042,0.167361,37.941439,38.280644,2.016667,2.000000,0.000000,-2.000000,-0.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,SB,VR,R,90.000000,m,Suite_en_la.xml
70.181250,0.251042,1.000000,62.000000,63.000000,38.280644,0.136932,18.000000,0.431250,0.287500,0.229167,0.152778,38.190871,38.486893,2.181250,2.000000,0.000000,-0.000000,-11.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,VR,R,SB,90.000000,m,Suite_en_la.xml
70.559375,0.229167,1.000000,51.000000,65.000000,38.486893,0.125000,18.000000,0.251042,0.167361,0.519792,0.346528,38.280644,38.487462,2.559375,3.000000,0.000000,11.000000,12.000000,0.000000,,3.000000,Am,9.000000,m,6.000000,n,ww,R,SB,R,90.000000,m,Suite_en_la.xml
70.560417,0.519792,1.000000,63.000000,100.000000,38.487462,0.283522,18.000000,0.229167,0.152778,0.270833,0.180556,38.486893,38.489734,2.560417,3.000000,0.000000,-12.000000,-0.000000,0.000000,,3.000000,Am,9.000000,m,6.000000,n,ww,SB,R,SB,90.000000,m,Suite_en_la.xml
70.564583,0.270833,1.000000,63.000000,63.000000,38.489734,0.147727,18.000000,0.519792,0.346528,0.069792,0.046528,38.487462,38.489734,2.564583,3.000000,0.000000,-0.000000,-12.000000,0.000000,,3.000000,Am,9.000000,m,6.000000,n,ww,R,SB,R,90.000000,f,Suite_en_la.xml
70.564583,0.069792,1.000000,51.000000,66.000000,38.489734,0.038068,18.000000,0.270833,0.180556,0.069792,0.046528,38.489734,38.489734,2.564583,3.000000,0.000000,12.000000,-0.000000,0.000000,,3.000000,Am,9.000000,m,6.000000,n,ww,SB,R,P,90.000000,i,Suite_en_la.xml
70.564583,0.069792,1.000000,51.000000,68.000000,38.489734,0.038068,18.000000,0.069792,0.046528,0.404167,0.269444,38.489734,38.771552,2.564583,3.000000,0.000000,-0.000000,11.000000,0.000000,,3.000000,Am,9.000000,m,6.000000,n,ww,R,P,P,90.000000,f,Suite_en_la.xml
71.081250,0.404167,1.000000,62.000000,78.000000,38.771552,0.220454,18.000000,0.069792,0.046528,0.398958,0.265972,38.489734,39.073256,3.081250,2.000000,0.000000,-11.000000,-2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,P,P,P,90.000000,i,Suite_en_la.xml
71.634375,0.398958,1.000000,60.000000,70.000000,39.073256,0.217613,18.000000,0.404167,0.269444,0.457292,0.304861,38.771552,39.378370,3.634375,0.000000,0.000000,2.000000,-2.000000,0.000000,,0.000000,Am,9.000000,m,9.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
72.193750,0.457292,1.000000,58.000000,73.000000,39.378370,0.249432,19.000000,0.398958,0.265972,0.352083,0.234722,39.073256,39.673824,0.193750,10.000000,0.000000,2.000000,-1.000000,0.000000,,10.000000,Am,9.000000,m,1.000000,n,ww,P,P,P,90.000000,m,Suite_en_la.xml
72.735417,0.352083,1.000000,57.000000,68.000000,39.673824,0.192045,19.000000,0.457292,0.304861,0.137500,0.091667,39.378370,39.944278,0.735417,9.000000,0.000000,1.000000,-1.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
73.231250,0.137500,1.000000,56.000000,63.000000,39.944278,0.075000,19.000000,0.352083,0.234722,0.251042,0.167361,39.673824,40.019278,1.231250,8.000000,0.000000,1.000000,-1.000000,0.000000,,8.000000,Am,9.000000,m,1.000000,n,ww,P,IP,P,90.000000,m,Suite_en_la.xml
73.368750,0.251042,1.000000,55.000000,63.000000,40.019278,0.136932,19.000000,0.137500,0.091667,0.489583,0.326389,39.944278,40.245982,1.368750,7.000000,0.000000,1.000000,-1.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,IP,P,SB,90.000000,m,Suite_en_la.xml
73.784375,0.489583,1.000000,54.000000,76.000000,40.245982,0.267045,19.000000,0.251042,0.167361,0.400000,0.266667,40.019278,40.527232,1.784375,6.000000,0.000000,1.000000,1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,P,SB,VR,90.000000,m,Suite_en_la.xml
74.300000,0.400000,1.000000,55.000000,73.000000,40.527232,0.218182,19.000000,0.489583,0.326389,0.339583,0.226389,40.245982,40.826664,2.300000,7.000000,0.000000,-1.000000,2.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,SB,VR,SA,90.000000,m,Suite_en_la.xml
74.848958,0.339583,1.000000,57.000000,69.000000,40.826664,0.185227,19.000000,0.400000,0.266667,0.287500,0.191667,40.527232,41.119277,2.848958,9.000000,0.000000,-2.000000,-14.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,VR,SA,VR,90.000000,f,Suite_en_la.xml
75.385417,0.287500,1.000000,43.000000,68.000000,41.119277,0.156818,19.000000,0.339583,0.226389,0.186458,0.124306,40.826664,41.122118,3.385417,7.000000,0.000000,14.000000,7.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,SA,VR,VR,90.000000,i,Suite_en_la.xml
75.390625,0.186458,1.000000,50.000000,67.000000,41.122118,0.101704,19.000000,0.287500,0.191667,0.761458,0.507639,41.119277,41.122686,3.390625,2.000000,0.000000,-7.000000,8.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,VR,VR,R,90.000000,m,Suite_en_la.xml
75.391667,0.761458,1.000000,58.000000,72.000000,41.122686,0.415340,19.000000,0.186458,0.124306,0.106250,0.070833,41.122118,41.453368,3.391667,10.000000,0.000000,-8.000000,-15.000000,0.000000,,10.000000,Am,9.000000,m,1.000000,n,ww,VR,R,P,90.000000,m,Suite_en_la.xml
75.997917,0.106250,1.000000,43.000000,69.000000,41.453368,0.057954,19.000000,0.761458,0.507639,0.186458,0.124306,41.122686,41.632913,3.997917,7.000000,0.000000,15.000000,14.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,R,P,IP,90.000000,m,Suite_en_la.xml
76.327083,0.186458,1.000000,57.000000,72.000000,41.632913,0.101704,20.000000,0.106250,0.070833,0.089583,0.059722,41.453368,41.735186,0.327083,9.000000,0.000000,-14.000000,-2.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,P,IP,VP,90.000000,m,Suite_en_la.xml
76.514583,0.089583,1.000000,55.000000,65.000000,41.735186,0.048864,20.000000,0.186458,0.124306,0.222917,0.148611,41.632913,41.874390,0.514583,7.000000,0.000000,2.000000,-1.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,IP,VP,R,90.000000,m,Suite_en_la.xml
76.769792,0.222917,1.000000,54.000000,76.000000,41.874390,0.121591,20.000000,0.089583,0.059722,0.989583,0.659722,41.735186,42.007913,0.769792,6.000000,0.000000,1.000000,1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,VP,R,IP,90.000000,m,Suite_en_la.xml
77.014583,0.989583,1.000000,55.000000,72.000000,42.007913,0.539772,20.000000,0.222917,0.148611,0.464583,0.309722,41.874390,42.303367,1.014583,7.000000,0.000000,-1.000000,7.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,R,IP,SB,90.000000,m,Suite_en_la.xml
77.556250,0.464583,1.000000,62.000000,66.000000,42.303367,0.253409,20.000000,0.989583,0.659722,0.532292,0.354861,42.007913,42.370412,1.556250,2.000000,0.000000,-7.000000,-0.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,IP,SB,IR,90.000000,m,Suite_en_la.xml
77.679167,0.532292,1.000000,62.000000,68.000000,42.370412,0.290341,20.000000,0.464583,0.309722,0.404167,0.269444,42.303367,42.562457,1.679167,2.000000,0.000000,-0.000000,2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,SB,IR,IP,90.000000,m,Suite_en_la.xml
78.031250,0.404167,1.000000,64.000000,74.000000,42.562457,0.220454,20.000000,0.532292,0.354861,1.643750,1.095833,42.370412,42.614730,2.031250,4.000000,0.000000,-2.000000,-12.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IR,IP,IP,90.000000,f,Suite_en_la.xml
78.127083,1.643750,1.000000,52.000000,65.000000,42.614730,0.896590,20.000000,0.404167,0.269444,0.256250,0.170833,42.562457,42.660753,2.127083,4.000000,4.000000,12.000000,-2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,IP,IP,SB,90.000000,i,Suite_en_la.xml
78.211458,0.256250,1.000000,50.000000,67.000000,42.660753,0.139773,20.000000,1.643750,1.095833,0.405208,0.270139,42.614730,42.666435,2.211458,2.000000,1.000000,2.000000,2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,IP,SB,IR,90.000000,m,Suite_en_la.xml
78.221875,0.405208,1.000000,52.000000,69.000000,42.666435,0.221023,20.000000,0.256250,0.170833,0.132292,0.088194,42.660753,42.811889,2.221875,4.000000,1.000000,-2.000000,-2.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,SB,IR,IP,90.000000,m,Suite_en_la.xml
78.488542,0.132292,1.000000,50.000000,67.000000,42.811889,0.072159,20.000000,0.405208,0.270139,0.400000,0.266667,42.666435,42.831775,2.488542,2.000000,1.000000,2.000000,16.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,IR,IP,D,90.000000,f,Suite_en_la.xml
78.525000,0.400000,1.000000,66.000000,71.000000,42.831775,0.218182,20.000000,0.132292,0.088194,0.334375,0.222917,42.811889,43.107911,2.525000,6.000000,1.000000,-16.000000,1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,IP,D,IP,90.000000,i,Suite_en_la.xml
79.031250,0.334375,1.000000,67.000000,72.000000,43.107911,0.182386,20.000000,0.400000,0.266667,0.122917,0.081944,42.831775,43.116434,3.031250,7.000000,0.000000,-1.000000,-0.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,D,IP,SB,90.000000,m,Suite_en_la.xml
79.046875,0.122917,1.000000,67.000000,61.000000,43.116434,0.067045,20.000000,0.334375,0.222917,0.064583,0.043056,43.107911,43.220980,3.046875,7.000000,0.000000,-0.000000,-0.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,IP,SB,R,90.000000,m,Suite_en_la.xml
79.238542,0.064583,1.000000,67.000000,61.000000,43.220980,0.035227,20.000000,0.122917,0.081944,0.398958,0.265972,43.116434,43.360184,3.238542,7.000000,0.000000,-0.000000,2.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,SB,R,VP,90.000000,m,Suite_en_la.xml
79.493750,0.398958,1.000000,69.000000,69.000000,43.360184,0.217613,20.000000,0.064583,0.043056,0.112500,0.075000,43.220980,43.574956,3.493750,9.000000,0.000000,-2.000000,-16.000000,0.000000,,9.000000,Am,9.000000,m,0.000000,n,ww,R,VP,R,90.000000,f,Suite_en_la.xml
79.887500,0.112500,1.000000,53.000000,66.000000,43.574956,0.061364,20.000000,0.398958,0.265972,0.914583,0.609722,43.360184,43.647684,3.887500,5.000000,0.000000,16.000000,5.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,VP,R,SB,90.000000,i,Suite_en_la.xml
80.020833,0.914583,1.000000,58.000000,72.000000,43.647684,0.498863,21.000000,0.112500,0.075000,0.564583,0.376389,43.574956,43.746547,0.020833,10.000000,0.000000,-5.000000,12.000000,0.000000,,10.000000,Am,9.000000,m,1.000000,n,ww,R,SB,R,90.000000,f,Suite_en_la.xml
80.202083,0.564583,1.000000,70.000000,72.000000,43.746547,0.307954,21.000000,0.914583,0.609722,0.191667,0.127778,43.647684,43.749388,0.202083,10.000000,0.000000,-12.000000,-0.000000,0.000000,,10.000000,Am,9.000000,m,1.000000,n,ww,SB,R,IP,90.000000,i,Suite_en_la.xml
80.207292,0.191667,1.000000,70.000000,61.000000,43.749388,0.104545,21.000000,0.564583,0.376389,0.239583,0.159722,43.746547,43.862456,0.207292,10.000000,0.000000,-0.000000,-17.000000,0.000000,,10.000000,Am,9.000000,m,1.000000,n,ww,R,IP,P,90.000000,f,Suite_en_la.xml
80.414583,0.239583,1.000000,53.000000,66.000000,43.862456,0.130682,21.000000,0.191667,0.127778,0.245833,0.163889,43.749388,44.201660,0.414583,5.000000,0.000000,17.000000,2.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,IP,P,P,90.000000,i,Suite_en_la.xml
81.036458,0.245833,1.000000,55.000000,72.000000,44.201660,0.134091,21.000000,0.239583,0.159722,0.026042,0.017361,43.862456,44.335751,1.036458,7.000000,0.000000,-2.000000,-1.000000,0.000000,,7.000000,Am,9.000000,m,2.000000,n,ww,P,P,IP,90.000000,m,Suite_en_la.xml
81.282292,0.026042,1.000000,54.000000,69.000000,44.335751,0.014205,21.000000,0.245833,0.163889,0.122917,0.081944,44.201660,44.349956,1.282292,6.000000,0.000000,1.000000,-1.000000,0.000000,,6.000000,Am,9.000000,m,3.000000,n,ww,P,IP,VP,90.000000,m,Suite_en_la.xml
81.308333,0.122917,1.000000,53.000000,73.000000,44.349956,0.067045,21.000000,0.026042,0.017361,0.207292,0.138194,44.335751,44.417001,1.308333,5.000000,0.000000,1.000000,-1.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,IP,VP,IR,90.000000,m,Suite_en_la.xml
81.431250,0.207292,1.000000,52.000000,78.000000,44.417001,0.113068,21.000000,0.122917,0.081944,0.967708,0.645139,44.349956,44.594274,1.431250,4.000000,0.000000,1.000000,1.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,VP,IR,SB,90.000000,m,Suite_en_la.xml
81.756250,0.967708,1.000000,53.000000,76.000000,44.594274,0.527840,21.000000,0.207292,0.138194,0.479167,0.319444,44.417001,44.886887,1.756250,5.000000,0.000000,-1.000000,9.000000,0.000000,,5.000000,Am,9.000000,m,4.000000,n,ww,IR,SB,R,90.000000,m,Suite_en_la.xml
82.292708,0.479167,1.000000,62.000000,78.000000,44.886887,0.261363,21.000000,0.967708,0.645139,0.334375,0.222917,44.594274,45.160182,2.292708,2.000000,0.000000,-9.000000,2.000000,0.000000,,2.000000,Am,9.000000,m,7.000000,n,ww,SB,R,SB,90.000000,m,Suite_en_la.xml
82.793750,0.334375,1.000000,64.000000,75.000000,45.160182,0.182386,21.000000,0.479167,0.319444,1.261458,0.840972,44.886887,45.206205,2.793750,4.000000,0.000000,-2.000000,-12.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,R,SB,R,90.000000,f,Suite_en_la.xml
82.878125,1.261458,1.000000,52.000000,65.000000,45.206205,0.688067,21.000000,0.334375,0.222917,0.495833,0.330556,45.160182,45.238023,2.878125,4.000000,2.000000,12.000000,-0.000000,0.000000,,4.000000,Am,9.000000,m,5.000000,n,ww,SB,R,IP,90.000000,i,Suite_en_la.xml
