% This data was collected by Sergio Giraldo, MTG, Pompeu Fabra University, 2016 (sergio.giraldo@upf.edu). If you make use of this data please refer to the following citattions:
% Giraldo, Sergio, and Ramirez, Rafael (2015). Computational modeling of ornamentation in jazz guitar music, In proc. of International Symposium in Performance Science, ISPS 2015, September, Kyoto, Japan.
% Giraldo, Sergio, and Ramirez, Rafael(2015) . Computational Generation and Synthesis of Jazz Guitar Ornaments using Machine Learning Modeling. In proc. of International Workshop in Machine Learning and Music MML 2015, August, Vancouver, Canada.

@relation Darn_that_dream

@ATTRIBUTE onset_b numeric
@ATTRIBUTE duration_b numeric
@ATTRIBUTE ch numeric
@ATTRIBUTE pitch numeric
@ATTRIBUTE vel numeric
@ATTRIBUTE onset_s numeric
@ATTRIBUTE dur_s numeric
@ATTRIBUTE measure numeric
@ATTRIBUTE pre_dur_b numeric
@ATTRIBUTE pre_dur_s numeric
@ATTRIBUTE nxt_dur_b numeric
@ATTRIBUTE nxt_dur_s numeric
@ATTRIBUTE onset_b_mod numeric
@ATTRIBUTE pitch_mod numeric
@ATTRIBUTE n_simult numeric
@ATTRIBUTE int_simult numeric
@ATTRIBUTE prev_int numeric
@ATTRIBUTE next_int numeric
@ATTRIBUTE keyFifits numeric
@ATTRIBUTE note2key numeric
@ATTRIBUTE chord { A7 B5 B7 B9 Bb7 C6 C7 D7 E E7 Eb6 Eb7 F7 G G6 G7 }
@ATTRIBUTE chord_id numeric
@ATTRIBUTE chord_type { 5 6 7 9 mayor }
@ATTRIBUTE note2chord numeric
@ATTRIBUTE isChordN { n y }
@ATTRIBUTE mtr { s ss w ww }
@ATTRIBUTE nar1 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar2 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE nar3 { P R D ID IP VP IR VR SA SB NA }
@ATTRIBUTE tempo numeric
@ATTRIBUTE phrase { f i m }
@ATTRIBUTE fileName { Darn_that_dream.xml }

@data
30.000000,0.997917,0.000000,62.000000,80.000000,22.500060,0.748439,8.000000,0.997917,0.748439,0.997917,0.748439,2.000000,2.000000,2.000000,0.000000,-7.000000,-18.000000,1.000000,5.000000,E7,4.000000,7,2.000000,n,s,VR,IR,SB,79.999800,f,Darn_that_dream.xml
31.000000,0.997917,0.000000,44.000000,80.000000,23.250062,0.748439,8.000000,0.997917,0.748439,0.997917,0.748439,3.000000,8.000000,2.000000,-10.000000,18.000000,10.000000,1.000000,1.000000,D7,2.000000,7,6.000000,n,w,IR,SB,VR,79.999800,i,Darn_that_dream.xml
31.000000,0.997917,0.000000,54.000000,80.000000,23.250062,0.748439,8.000000,0.997917,0.748439,0.997917,0.748439,3.000000,6.000000,2.000000,-5.000000,-10.000000,5.000000,1.000000,1.000000,D7,2.000000,7,4.000000,n,w,SB,VR,IR,79.999800,m,Darn_that_dream.xml
31.000000,0.997917,0.000000,59.000000,80.000000,23.250062,0.748439,8.000000,0.997917,0.748439,0.997917,0.748439,3.000000,11.000000,2.000000,0.000000,-5.000000,-16.000000,1.000000,4.000000,D7,2.000000,7,9.000000,n,w,VR,IR,P,79.999800,f,Darn_that_dream.xml
32.000000,0.997917,0.000000,43.000000,80.000000,24.000064,0.748439,9.000000,0.997917,0.748439,0.997917,0.748439,0.000000,7.000000,3.000000,-11.000000,16.000000,11.000000,1.000000,0.000000,G6,7.000000,6,0.000000,n,ss,IR,P,P,79.999800,i,Darn_that_dream.xml
32.000000,0.997917,0.000000,54.000000,80.000000,24.000064,0.748439,9.000000,0.997917,0.748439,0.997917,0.748439,0.000000,6.000000,3.000000,-5.000000,-11.000000,5.000000,1.000000,1.000000,G6,7.000000,6,1.000000,y,ss,P,P,SB,79.999800,m,Darn_that_dream.xml
32.000000,0.997917,0.000000,59.000000,80.000000,24.000064,0.748439,9.000000,0.997917,0.748439,0.997917,0.748439,0.000000,11.000000,3.000000,-3.000000,-5.000000,3.000000,1.000000,4.000000,G6,7.000000,6,4.000000,n,ss,P,SB,VR,79.999800,m,Darn_that_dream.xml
32.000000,0.997917,0.000000,62.000000,80.000000,24.000064,0.748439,9.000000,0.997917,0.748439,0.997917,0.748439,0.000000,2.000000,3.000000,0.000000,-3.000000,5.000000,1.000000,5.000000,G6,7.000000,6,5.000000,y,ss,SB,VR,SA,79.999800,m,Darn_that_dream.xml
33.000000,0.997917,0.000000,67.000000,80.000000,24.750066,0.748439,9.000000,0.997917,0.748439,1.497917,1.123440,1.000000,7.000000,0.000000,0.000000,-5.000000,-21.000000,1.000000,0.000000,G6,7.000000,6,0.000000,n,w,VR,SA,IR,79.999800,f,Darn_that_dream.xml
34.000000,1.497917,0.000000,46.000000,80.000000,25.500068,1.123440,9.000000,0.997917,0.748439,1.497917,1.123440,2.000000,10.000000,3.000000,-9.000000,21.000000,9.000000,1.000000,3.000000,Bb7,11.000000,7,1.000000,y,s,SA,IR,P,79.999800,i,Darn_that_dream.xml
34.000000,1.497917,0.000000,55.000000,80.000000,25.500068,1.123440,9.000000,1.497917,1.123440,1.497917,1.123440,2.000000,7.000000,3.000000,-6.000000,-9.000000,6.000000,1.000000,0.000000,Bb7,11.000000,7,4.000000,n,s,IR,P,SB,79.999800,m,Darn_that_dream.xml
34.000000,1.497917,0.000000,61.000000,80.000000,25.500068,1.123440,9.000000,1.497917,1.123440,1.497917,1.123440,2.000000,1.000000,3.000000,-2.000000,-6.000000,2.000000,1.000000,6.000000,Bb7,11.000000,7,10.000000,n,s,P,SB,VR,79.999800,m,Darn_that_dream.xml
34.000000,1.497917,0.000000,63.000000,80.000000,25.500068,1.123440,9.000000,1.497917,1.123440,0.497917,0.373438,2.000000,3.000000,3.000000,0.000000,-2.000000,1.000000,1.000000,4.000000,Bb7,11.000000,7,8.000000,y,s,SB,VR,IR,79.999800,f,Darn_that_dream.xml
35.500000,0.497917,0.000000,64.000000,80.000000,26.625071,0.373438,9.000000,1.497917,1.123440,0.997917,0.748439,3.500000,4.000000,0.000000,0.000000,-1.000000,-19.000000,1.000000,3.000000,Eb7,4.000000,7,0.000000,n,ww,VR,IR,P,79.999800,i,Darn_that_dream.xml
36.000000,0.997917,0.000000,45.000000,80.000000,27.000072,0.748439,10.000000,0.497917,0.373438,0.997917,0.748439,0.000000,9.000000,3.000000,-10.000000,19.000000,10.000000,1.000000,2.000000,A7,9.000000,7,0.000000,n,ss,IR,P,P,79.999800,i,Darn_that_dream.xml
36.000000,0.997917,0.000000,55.000000,80.000000,27.000072,0.748439,10.000000,0.997917,0.748439,0.997917,0.748439,0.000000,7.000000,3.000000,-5.000000,-10.000000,5.000000,1.000000,0.000000,A7,9.000000,7,2.000000,n,ss,P,P,SB,79.999800,m,Darn_that_dream.xml
36.000000,0.997917,0.000000,60.000000,80.000000,27.000072,0.748439,10.000000,0.997917,0.748439,0.997917,0.748439,0.000000,0.000000,3.000000,-4.000000,-5.000000,4.000000,1.000000,7.000000,A7,9.000000,7,9.000000,n,ss,P,SB,VR,79.999800,m,Darn_that_dream.xml
36.000000,0.997917,0.000000,64.000000,80.000000,27.000072,0.748439,10.000000,0.997917,0.748439,0.997917,0.748439,0.000000,4.000000,3.000000,0.000000,-4.000000,5.000000,1.000000,3.000000,A7,9.000000,7,5.000000,y,ss,SB,VR,SA,79.999800,m,Darn_that_dream.xml
37.000000,0.997917,0.000000,69.000000,80.000000,27.750074,0.748439,10.000000,0.997917,0.748439,1.497917,1.123440,1.000000,9.000000,0.000000,0.000000,-5.000000,-22.000000,1.000000,2.000000,A7,9.000000,7,0.000000,n,w,VR,SA,IR,79.999800,f,Darn_that_dream.xml
38.000000,1.497917,0.000000,47.000000,80.000000,28.500076,1.123440,10.000000,0.997917,0.748439,1.497917,1.123440,2.000000,11.000000,3.000000,-10.000000,22.000000,10.000000,1.000000,4.000000,B7,11.000000,7,0.000000,n,s,SA,IR,P,79.999800,i,Darn_that_dream.xml
38.000000,1.497917,0.000000,57.000000,80.000000,28.500076,1.123440,10.000000,1.497917,1.123440,1.497917,1.123440,2.000000,9.000000,3.000000,-6.000000,-10.000000,6.000000,1.000000,2.000000,B7,11.000000,7,2.000000,n,s,IR,P,SB,79.999800,m,Darn_that_dream.xml
38.000000,1.497917,0.000000,63.000000,80.000000,28.500076,1.123440,10.000000,1.497917,1.123440,1.497917,1.123440,2.000000,3.000000,3.000000,-2.000000,-6.000000,2.000000,1.000000,4.000000,B7,11.000000,7,8.000000,y,s,P,SB,VR,79.999800,m,Darn_that_dream.xml
38.000000,1.497917,0.000000,65.000000,80.000000,28.500076,1.123440,10.000000,1.497917,1.123440,0.497917,0.373438,2.000000,5.000000,3.000000,0.000000,-2.000000,1.000000,1.000000,2.000000,B7,11.000000,7,6.000000,n,s,SB,VR,IR,79.999800,f,Darn_that_dream.xml
39.500000,0.497917,0.000000,66.000000,80.000000,29.625079,0.373438,10.000000,1.497917,1.123440,0.997917,0.748439,3.500000,6.000000,0.000000,0.000000,-1.000000,-14.000000,1.000000,1.000000,B7,11.000000,7,5.000000,y,ww,VR,IR,P,79.999800,i,Darn_that_dream.xml
40.000000,0.997917,0.000000,52.000000,80.000000,30.000080,0.748439,11.000000,0.497917,0.373438,0.997917,0.748439,0.000000,4.000000,3.000000,-7.000000,14.000000,7.000000,1.000000,3.000000,E,4.000000,mayor,0.000000,n,ss,IR,P,P,79.999800,m,Darn_that_dream.xml
40.000000,0.997917,0.000000,59.000000,80.000000,30.000080,0.748439,11.000000,0.997917,0.748439,0.997917,0.748439,0.000000,11.000000,3.000000,-3.000000,-7.000000,3.000000,1.000000,4.000000,E,4.000000,mayor,7.000000,n,ss,P,P,IP,79.999800,m,Darn_that_dream.xml
40.000000,0.997917,0.000000,62.000000,80.000000,30.000080,0.748439,11.000000,0.997917,0.748439,0.997917,0.748439,0.000000,2.000000,3.000000,-5.000000,-3.000000,5.000000,1.000000,5.000000,E,4.000000,mayor,2.000000,n,ss,P,IP,VP,79.999800,m,Darn_that_dream.xml
40.000000,0.997917,0.000000,67.000000,80.000000,30.000080,0.748439,11.000000,0.997917,0.748439,0.997917,0.748439,0.000000,7.000000,3.000000,0.000000,-5.000000,4.000000,1.000000,0.000000,E,4.000000,mayor,3.000000,n,ss,IP,VP,VR,79.999800,m,Darn_that_dream.xml
41.000000,0.997917,0.000000,71.000000,80.000000,30.750082,0.748439,11.000000,0.997917,0.748439,0.497917,0.373438,1.000000,11.000000,0.000000,0.000000,-4.000000,-3.000000,1.000000,4.000000,E,4.000000,mayor,7.000000,n,w,VP,VR,IR,79.999800,m,Darn_that_dream.xml
42.000000,0.497917,0.000000,68.000000,80.000000,31.500084,0.373438,11.000000,0.997917,0.748439,0.997917,0.748439,2.000000,8.000000,3.000000,14.000000,3.000000,-14.000000,1.000000,1.000000,A7,9.000000,7,1.000000,y,s,VR,IR,P,79.999800,m,Darn_that_dream.xml
42.000000,0.997917,0.000000,54.000000,80.000000,31.500084,0.748439,11.000000,0.497917,0.373438,0.997917,0.748439,2.000000,6.000000,4.000000,-6.000000,14.000000,6.000000,1.000000,1.000000,A7,9.000000,7,3.000000,n,s,IR,P,P,79.999800,m,Darn_that_dream.xml
42.000000,0.997917,0.000000,60.000000,80.000000,31.500084,0.748439,11.000000,0.997917,0.748439,0.997917,0.748439,2.000000,0.000000,4.000000,-4.000000,-6.000000,4.000000,1.000000,7.000000,A7,9.000000,7,9.000000,n,s,P,P,P,79.999800,m,Darn_that_dream.xml
42.000000,0.997917,0.000000,64.000000,80.000000,31.500084,0.748439,11.000000,0.997917,0.748439,0.497917,0.373438,2.000000,4.000000,4.000000,-5.000000,-4.000000,5.000000,1.000000,3.000000,A7,9.000000,7,5.000000,y,s,P,P,P,79.999800,m,Darn_that_dream.xml
42.500000,0.497917,0.000000,69.000000,80.000000,31.875085,0.373438,11.000000,0.997917,0.748439,0.497917,0.373438,2.500000,9.000000,3.000000,0.000000,-5.000000,2.000000,1.000000,2.000000,A7,9.000000,7,0.000000,n,ww,P,P,SB,79.999800,m,Darn_that_dream.xml
43.000000,0.497917,0.000000,71.000000,80.000000,32.250086,0.373438,11.000000,0.497917,0.373438,0.497917,0.373438,3.000000,11.000000,0.000000,0.000000,-2.000000,1.000000,1.000000,4.000000,C6,0.000000,6,11.000000,n,w,P,SB,VR,79.999800,m,Darn_that_dream.xml
43.500000,0.497917,0.000000,72.000000,80.000000,32.625087,0.373438,11.000000,0.497917,0.373438,0.997917,0.748439,3.500000,0.000000,0.000000,0.000000,-1.000000,2.000000,1.000000,7.000000,C6,0.000000,6,0.000000,n,ww,SB,VR,IR,79.999800,m,Darn_that_dream.xml
44.000000,0.997917,0.000000,74.000000,80.000000,33.000088,0.748439,12.000000,0.497917,0.373438,1.997917,1.498441,0.000000,2.000000,3.000000,15.000000,-2.000000,-15.000000,1.000000,5.000000,B7,11.000000,7,9.000000,n,ss,VR,IR,VP,79.999800,m,Darn_that_dream.xml
44.000000,1.997917,0.000000,59.000000,80.000000,33.000088,1.498441,12.000000,0.997917,0.748439,1.997917,1.498441,0.000000,11.000000,4.000000,-6.000000,15.000000,6.000000,1.000000,4.000000,B7,11.000000,7,0.000000,n,ss,IR,VP,VR,79.999800,m,Darn_that_dream.xml
44.000000,1.997917,0.000000,65.000000,80.000000,33.000088,1.498441,12.000000,1.997917,1.498441,1.997917,1.498441,0.000000,5.000000,4.000000,-4.000000,-6.000000,4.000000,1.000000,2.000000,B7,11.000000,7,6.000000,n,ss,VP,VR,VR,79.999800,m,Darn_that_dream.xml
44.000000,1.997917,0.000000,69.000000,80.000000,33.000088,1.498441,12.000000,1.997917,1.498441,0.997917,0.748439,0.000000,9.000000,4.000000,-7.000000,-4.000000,7.000000,1.000000,2.000000,B7,11.000000,7,2.000000,n,ss,VR,VR,IR,79.999800,m,Darn_that_dream.xml
45.000000,0.997917,0.000000,76.000000,80.000000,33.750090,0.748439,12.000000,1.997917,1.498441,1.997917,1.498441,1.000000,4.000000,3.000000,0.000000,-7.000000,-20.000000,1.000000,3.000000,B7,11.000000,7,7.000000,n,w,VR,IR,P,79.999800,f,Darn_that_dream.xml
46.000000,1.997917,0.000000,56.000000,80.000000,34.500092,1.498441,12.000000,0.997917,0.748439,1.997917,1.498441,2.000000,8.000000,4.000000,-6.000000,20.000000,6.000000,1.000000,1.000000,B5,11.000000,5,3.000000,n,s,IR,P,SB,79.999800,i,Darn_that_dream.xml
46.000000,1.997917,0.000000,62.000000,80.000000,34.500092,1.498441,12.000000,1.997917,1.498441,1.997917,1.498441,2.000000,2.000000,4.000000,-4.000000,-6.000000,4.000000,1.000000,5.000000,B5,11.000000,5,9.000000,n,s,P,SB,R,79.999800,m,Darn_that_dream.xml
46.000000,1.997917,0.000000,66.000000,80.000000,34.500092,1.498441,12.000000,1.997917,1.498441,1.997917,1.498441,2.000000,6.000000,4.000000,-5.000000,-4.000000,5.000000,1.000000,1.000000,B5,11.000000,5,5.000000,n,s,SB,R,VP,79.999800,m,Darn_that_dream.xml
46.000000,1.997917,0.000000,71.000000,80.000000,34.500092,1.498441,12.000000,1.997917,1.498441,1.497917,1.123440,2.000000,11.000000,4.000000,31.000000,-5.000000,-31.000000,1.000000,4.000000,B5,11.000000,5,0.000000,n,s,R,VP,IR,79.999800,f,Darn_that_dream.xml
46.500000,1.497917,0.000000,40.000000,80.000000,34.875093,1.123440,12.000000,1.997917,1.498441,1.997917,1.498441,2.500000,4.000000,4.000000,0.000000,31.000000,5.000000,1.000000,3.000000,E7,4.000000,7,0.000000,n,ww,VP,IR,IP,79.999800,i,Darn_that_dream.xml
48.000000,1.997917,0.000000,45.000000,80.000000,36.000096,1.498441,13.000000,1.497917,1.123440,0.997917,0.748439,0.000000,9.000000,2.000000,-26.000000,-5.000000,26.000000,1.000000,2.000000,A7,9.000000,7,0.000000,n,ss,IR,IP,P,79.999800,f,Darn_that_dream.xml
49.000000,0.997917,0.000000,71.000000,80.000000,36.750098,0.748439,13.000000,1.997917,1.498441,0.997917,0.748439,1.000000,11.000000,2.000000,-3.000000,-26.000000,3.000000,1.000000,4.000000,A7,9.000000,7,2.000000,n,w,IP,P,IP,79.999800,i,Darn_that_dream.xml
49.000000,0.997917,0.000000,74.000000,80.000000,36.750098,0.748439,13.000000,0.997917,0.748439,0.497917,0.373438,1.000000,2.000000,2.000000,0.000000,-3.000000,-2.000000,1.000000,5.000000,A7,9.000000,7,7.000000,n,w,P,IP,IP,79.999800,f,Darn_that_dream.xml
50.000000,0.497917,0.000000,72.000000,80.000000,37.500100,0.373438,13.000000,0.997917,0.748439,0.497917,0.373438,2.000000,0.000000,1.000000,3.000000,2.000000,-3.000000,1.000000,7.000000,F7,5.000000,7,5.000000,y,s,IP,IP,IP,79.999800,i,Darn_that_dream.xml
50.000000,0.497917,0.000000,69.000000,80.000000,37.500100,0.373438,13.000000,0.497917,0.373438,0.497917,0.373438,2.000000,9.000000,1.000000,0.000000,3.000000,2.000000,1.000000,2.000000,F7,5.000000,7,4.000000,n,s,IP,IP,IP,79.999800,m,Darn_that_dream.xml
50.500000,0.497917,0.000000,71.000000,80.000000,37.875101,0.373438,13.000000,0.497917,0.373438,0.497917,0.373438,2.500000,11.000000,1.000000,4.000000,-2.000000,-4.000000,1.000000,4.000000,F7,5.000000,7,6.000000,n,ww,IP,IP,IP,79.999800,m,Darn_that_dream.xml
50.500000,0.497917,0.000000,67.000000,80.000000,37.875101,0.373438,13.000000,0.497917,0.373438,0.497917,0.373438,2.500000,7.000000,1.000000,0.000000,4.000000,2.000000,1.000000,0.000000,F7,5.000000,7,2.000000,n,ww,IP,IP,IP,79.999800,m,Darn_that_dream.xml
51.000000,0.497917,0.000000,69.000000,80.000000,38.250102,0.373438,13.000000,0.497917,0.373438,0.497917,0.373438,3.000000,9.000000,1.000000,4.000000,-2.000000,-4.000000,1.000000,2.000000,F7,5.000000,7,4.000000,n,w,IP,IP,VP,79.999800,m,Darn_that_dream.xml
51.000000,0.497917,0.000000,65.000000,80.000000,38.250102,0.373438,13.000000,0.497917,0.373438,0.497917,0.373438,3.000000,5.000000,1.000000,0.000000,4.000000,2.000000,1.000000,2.000000,F7,5.000000,7,0.000000,n,w,IP,VP,VR,79.999800,m,Darn_that_dream.xml
51.500000,0.497917,0.000000,67.000000,80.000000,38.625103,0.373438,13.000000,0.497917,0.373438,0.497917,0.373438,3.500000,7.000000,1.000000,4.000000,-2.000000,-4.000000,1.000000,0.000000,B7,11.000000,7,4.000000,n,ww,VP,VR,IR,79.999800,m,Darn_that_dream.xml
51.500000,0.497917,0.000000,63.000000,80.000000,38.625103,0.373438,13.000000,0.497917,0.373438,0.997917,0.748439,3.500000,3.000000,1.000000,0.000000,4.000000,-16.000000,1.000000,4.000000,B7,11.000000,7,8.000000,y,ww,VR,IR,P,79.999800,m,Darn_that_dream.xml
52.000000,0.997917,0.000000,47.000000,80.000000,39.000104,0.748439,14.000000,0.497917,0.373438,0.997917,0.748439,0.000000,11.000000,3.000000,-10.000000,16.000000,10.000000,1.000000,4.000000,B7,11.000000,7,0.000000,n,ss,IR,P,P,79.999800,m,Darn_that_dream.xml
52.000000,0.997917,0.000000,57.000000,80.000000,39.000104,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,0.000000,9.000000,3.000000,-5.000000,-10.000000,5.000000,1.000000,2.000000,B7,11.000000,7,2.000000,n,ss,P,P,SB,79.999800,m,Darn_that_dream.xml
52.000000,0.997917,0.000000,62.000000,80.000000,39.000104,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,0.000000,2.000000,3.000000,-4.000000,-5.000000,4.000000,1.000000,5.000000,B7,11.000000,7,9.000000,n,ss,P,SB,VR,79.999800,m,Darn_that_dream.xml
52.000000,0.997917,0.000000,66.000000,80.000000,39.000104,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,0.000000,6.000000,3.000000,0.000000,-4.000000,3.000000,1.000000,1.000000,B7,11.000000,7,5.000000,y,ss,SB,VR,IR,79.999800,m,Darn_that_dream.xml
53.000000,0.997917,0.000000,69.000000,80.000000,39.750106,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,1.000000,9.000000,0.000000,0.000000,-3.000000,-23.000000,1.000000,2.000000,B7,11.000000,7,2.000000,n,w,VR,IR,P,79.999800,f,Darn_that_dream.xml
54.000000,0.997917,0.000000,46.000000,80.000000,40.500108,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,2.000000,10.000000,3.000000,-10.000000,23.000000,10.000000,1.000000,3.000000,Eb7,4.000000,7,6.000000,n,s,IR,P,IP,79.999800,i,Darn_that_dream.xml
54.000000,0.997917,0.000000,56.000000,80.000000,40.500108,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,2.000000,8.000000,3.000000,-5.000000,-10.000000,5.000000,1.000000,1.000000,Eb7,4.000000,7,4.000000,n,s,P,IP,VP,79.999800,m,Darn_that_dream.xml
54.000000,0.997917,0.000000,61.000000,80.000000,40.500108,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,2.000000,1.000000,3.000000,-4.000000,-5.000000,4.000000,1.000000,6.000000,Eb7,4.000000,7,3.000000,n,s,IP,VP,VR,79.999800,m,Darn_that_dream.xml
54.000000,0.997917,0.000000,65.000000,80.000000,40.500108,0.748439,14.000000,0.997917,0.748439,0.997917,0.748439,2.000000,5.000000,3.000000,0.000000,-4.000000,-2.000000,1.000000,2.000000,Eb7,4.000000,7,1.000000,y,s,VP,VR,IR,79.999800,m,Darn_that_dream.xml
55.000000,0.997917,0.000000,63.000000,80.000000,41.250110,0.748439,14.000000,0.997917,0.748439,1.997917,1.498441,3.000000,3.000000,0.000000,0.000000,2.000000,-18.000000,1.000000,4.000000,Eb7,4.000000,7,1.000000,y,w,VR,IR,P,79.999800,f,Darn_that_dream.xml
56.000000,1.997917,0.000000,45.000000,80.000000,42.000112,1.498441,15.000000,0.997917,0.748439,1.997917,1.498441,0.000000,9.000000,3.000000,-10.000000,18.000000,10.000000,1.000000,2.000000,A7,9.000000,7,0.000000,n,ss,IR,P,SB,79.999800,i,Darn_that_dream.xml
56.000000,1.997917,0.000000,55.000000,80.000000,42.000112,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,0.000000,7.000000,3.000000,-5.000000,-10.000000,5.000000,1.000000,0.000000,A7,9.000000,7,2.000000,n,ss,P,SB,VR,79.999800,m,Darn_that_dream.xml
56.000000,1.997917,0.000000,60.000000,80.000000,42.000112,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,0.000000,0.000000,3.000000,-2.000000,-5.000000,2.000000,1.000000,7.000000,A7,9.000000,7,9.000000,n,ss,SB,VR,SA,79.999800,m,Darn_that_dream.xml
56.000000,1.997917,0.000000,62.000000,80.000000,42.000112,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,0.000000,2.000000,3.000000,0.000000,-2.000000,-12.000000,1.000000,5.000000,A7,9.000000,7,7.000000,n,ss,VR,SA,IR,79.999800,f,Darn_that_dream.xml
58.000000,1.997917,0.000000,50.000000,80.000000,43.500116,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,2.000000,2.000000,3.000000,-10.000000,12.000000,10.000000,1.000000,5.000000,D7,2.000000,7,0.000000,n,s,SA,IR,SB,79.999800,i,Darn_that_dream.xml
58.000000,1.997917,0.000000,60.000000,80.000000,43.500116,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,2.000000,0.000000,3.000000,-6.000000,-10.000000,6.000000,1.000000,7.000000,D7,2.000000,7,2.000000,n,s,IR,SB,VR,79.999800,m,Darn_that_dream.xml
58.000000,1.997917,0.000000,66.000000,80.000000,43.500116,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,2.000000,6.000000,3.000000,-5.000000,-6.000000,5.000000,1.000000,1.000000,D7,2.000000,7,4.000000,n,s,SB,VR,SA,79.999800,m,Darn_that_dream.xml
58.000000,1.997917,0.000000,71.000000,80.000000,43.500116,1.498441,15.000000,1.997917,1.498441,1.997917,1.498441,2.000000,11.000000,3.000000,0.000000,-5.000000,-24.000000,1.000000,4.000000,D7,2.000000,7,9.000000,n,s,VR,SA,IR,79.999800,f,Darn_that_dream.xml
60.000000,1.997917,0.000000,47.000000,80.000000,45.000120,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,0.000000,11.000000,3.000000,-8.000000,24.000000,8.000000,1.000000,4.000000,G6,7.000000,6,4.000000,n,ss,SA,IR,SB,79.999800,i,Darn_that_dream.xml
60.000000,1.997917,0.000000,55.000000,80.000000,45.000120,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,0.000000,7.000000,3.000000,-7.000000,-8.000000,7.000000,1.000000,0.000000,G6,7.000000,6,0.000000,n,ss,IR,SB,VR,79.999800,m,Darn_that_dream.xml
60.000000,1.997917,0.000000,62.000000,80.000000,45.000120,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,0.000000,2.000000,3.000000,-5.000000,-7.000000,5.000000,1.000000,5.000000,G6,7.000000,6,5.000000,y,ss,SB,VR,SA,79.999800,m,Darn_that_dream.xml
60.000000,1.997917,0.000000,67.000000,80.000000,45.000120,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,0.000000,7.000000,3.000000,0.000000,-5.000000,-21.000000,1.000000,0.000000,G6,7.000000,6,0.000000,n,ss,VR,SA,IR,79.999800,f,Darn_that_dream.xml
62.000000,1.997917,0.000000,46.000000,80.000000,46.500124,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,2.000000,10.000000,3.000000,-10.000000,21.000000,10.000000,1.000000,3.000000,Bb7,11.000000,7,1.000000,y,s,SA,IR,SB,79.999800,i,Darn_that_dream.xml
62.000000,1.997917,0.000000,56.000000,80.000000,46.500124,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,2.000000,8.000000,3.000000,-6.000000,-10.000000,6.000000,1.000000,1.000000,Bb7,11.000000,7,3.000000,n,s,IR,SB,VR,79.999800,m,Darn_that_dream.xml
62.000000,1.997917,0.000000,62.000000,80.000000,46.500124,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,2.000000,2.000000,3.000000,-5.000000,-6.000000,5.000000,1.000000,5.000000,Bb7,11.000000,7,9.000000,n,s,SB,VR,IR,79.999800,m,Darn_that_dream.xml
62.000000,1.997917,0.000000,67.000000,80.000000,46.500124,1.498441,16.000000,1.997917,1.498441,1.997917,1.498441,2.000000,7.000000,3.000000,0.000000,-5.000000,-15.000000,1.000000,0.000000,Bb7,11.000000,7,4.000000,n,s,VR,IR,P,79.999800,f,Darn_that_dream.xml
64.000000,1.997917,0.000000,52.000000,80.000000,48.000128,1.498441,17.000000,1.997917,1.498441,1.497917,1.123440,0.000000,4.000000,3.000000,-6.000000,15.000000,6.000000,1.000000,3.000000,Eb6,4.000000,6,0.000000,n,ss,IR,P,IP,79.999800,i,Darn_that_dream.xml
64.500000,1.497917,0.000000,58.000000,80.000000,48.375129,1.123440,17.000000,1.997917,1.498441,1.497917,1.123440,0.500000,10.000000,3.000000,-4.000000,-6.000000,4.000000,1.000000,3.000000,Eb6,4.000000,6,6.000000,n,ww,P,IP,IP,79.999800,m,Darn_that_dream.xml
64.500000,1.497917,0.000000,62.000000,80.000000,48.375129,1.123440,17.000000,1.497917,1.123440,1.497917,1.123440,0.500000,2.000000,3.000000,-5.000000,-4.000000,5.000000,1.000000,5.000000,Eb6,4.000000,6,2.000000,n,ww,IP,IP,IP,79.999800,m,Darn_that_dream.xml
64.500000,1.497917,0.000000,67.000000,80.000000,48.375129,1.123440,17.000000,1.497917,1.123440,0.997917,0.748439,0.500000,7.000000,3.000000,0.000000,-5.000000,-5.000000,1.000000,0.000000,Eb6,4.000000,6,3.000000,n,ww,IP,IP,IP,79.999800,f,Darn_that_dream.xml
